score,window_index
0.79220235,1383
0.77479637,1384
0.7870603,1385
0.7470791,1386
0.74998426,1387
0.7530761,1388
0.7541784,1389
0.78653735,1390
0.78611636,1391
0.8465616,1392
0.82168365,1393
0.7546375,1394
0.76201665,1395
0.77187276,1396
0.6952383,1397
0.7145377,1398
0.7303644,1399
0.7175441,1400
0.72051466,1401
0.7223407,1402
0.720234,1403
0.7188355,1404
0.7029113,1405
0.72568583,1406
0.6898559,1407
0.72181123,1408
0.7296554,1409
0.70816195,1410
0.71922195,1411
0.66900563,1412
0.6799153,1413
0.7054332,1414
0.7049062,1415
0.693672,1416
0.70847666,1417
0.6525911,1418
0.68066525,1419
0.71978897,1420
0.7299045,1421
0.6705276,1422
0.68115693,1423
0.6997308,1424
0.71791214,1425
0.74672914,1426
0.7382208,1427
0.7163459,1428
0.7480835,1429
0.7666334,1430
0.76030713,1431
0.7659211,1432
0.79054207,1433
0.769025,1434
0.78640777,1435
0.799354,1436
0.8221714,1437
0.8108141,1438
0.7806105,1439
0.7559068,1440
0.7584863,1441
0.7310137,1442
0.72058076,1443
0.7235336,1444
0.6768085,1445
0.630571,1446
0.62069345,1447
0.6367128,1448
0.55940515,1449
0.60196185,1450
0.6005431,1451
0.62619025,1452
0.6106936,1453
0.61532754,1454
0.59352016,1455
0.59697,1456
0.60106426,1457
0.6112928,1458
0.6055112,1459
0.6488054,1460
0.6486523,1461
0.6511314,1462
0.8541069,1463
0.87309784,1464
0.8956406,1465
0.90817124,1466
0.89958876,1467
0.8470416,1468
0.8613368,1469
0.87449753,1470
0.8817881,1471
0.8651083,1472
0.88759714,1473
0.9039108,1474
0.89107376,1475
0.90885717,1476
0.83990884,1477
0.84744483,1478
0.8869776,1479
0.84299165,1480
0.838514,1481
0.85119003,1482
0.67415535,1483
0.6740949,1484
0.645883,1485
0.6298082,1486
0.65521806,1487
0.6562307,1488
0.6917103,1489
0.830909,1490
0.8627068,1491
0.8858632,1492
0.9051826,1493
0.920737,1494
0.92859924,1495
0.93796074,1496
0.9479408,1497
0.95329064,1498
0.91323197,1499
0.95483214,1500
0.9690845,1501
1.0018992,1502
0.9688438,1503
0.9677258,1504
1.017628,1505
1.0288854,1506
1.0441759,1507
1.0040021,1508
1.0094452,1509
0.7903799,1510
0.77861184,1511
0.7573965,1512
0.75084007,1513
0.76012087,1514
0.7569879,1515
0.7529506,1516
0.7410954,1517
0.7647535,1518
0.7168301,1519
0.6629897,1520
0.6847377,1521
0.6502524,1522
0.6417877,1523
0.6601133,1524
0.6342626,1525
0.6475345,1526
0.66624945,1527
0.68743324,1528
0.6864723,1529
0.6844287,1530
0.6668641,1531
0.73703355,1532
0.74053663,1533
0.73564225,1534
0.7131686,1535
0.6928027,1536
0.71072656,1537
0.72180986,1538
0.7174456,1539
0.7268335,1540
0.6838562,1541
0.70900846,1542
0.7193657,1543
0.7493892,1544
0.7559668,1545
0.76306283,1546
0.75683004,1547
0.7587254,1548
0.77160764,1549
0.78528,1550
0.78064483,1551
0.74715316,1552
0.6694362,1553
0.6508968,1554
0.6594517,1555
0.6943904,1556
0.6854651,1557
0.6991037,1558
0.71801317,1559
0.7235646,1560
0.74816245,1561
0.7469837,1562
0.73931795,1563
0.7579509,1564
0.74710006,1565
0.7495174,1566
0.6991452,1567
0.6754213,1568
0.69351214,1569
0.7238251,1570
0.72500825,1571
0.71998626,1572
0.6942984,1573
0.68967974,1574
0.6671951,1575
0.63713545,1576
0.63149095,1577
0.61515725,1578
0.61092955,1579
0.63014376,1580
0.66040224,1581
0.66700256,1582
0.7075093,1583
0.6817625,1584
0.66197634,1585
0.5847948,1586
0.6007306,1587
0.620345,1588
0.61124396,1589
0.591217,1590
0.59750426,1591
0.59921944,1592
0.62076193,1593
0.63670653,1594
0.65748334,1595
0.6903649,1596
0.6887674,1597
0.74409604,1598
0.7372261,1599
0.70982957,1600
0.7082752,1601
0.7509205,1602
0.68968415,1603
0.68514043,1604
0.6889068,1605
0.7312999,1606
0.7545175,1607
0.7973575,1608
0.8247141,1609
0.8340693,1610
0.82859045,1611
0.8312689,1612
0.7991537,1613
0.7860625,1614
0.7708722,1615
0.7929001,1616
0.80846477,1617
0.7227522,1618
0.7183825,1619
0.7371368,1620
0.7589198,1621
0.69695604,1622
0.69037193,1623
0.6945813,1624
0.6911005,1625
0.68911815,1626
0.6506637,1627
0.63113195,1628
0.58894205,1629
0.53539526,1630
0.5339036,1631
0.5353412,1632
0.54712594,1633
0.5741657,1634
0.58863646,1635
0.5838867,1636
0.58148855,1637
0.5950689,1638
0.6130812,1639
0.6072481,1640
0.559728,1641
0.59772545,1642
0.6042393,1643
0.6053721,1644
0.64174676,1645
0.64736176,1646
0.6400963,1647
0.7170599,1648
0.7228926,1649
0.71699804,1650
0.72587556,1651
0.7103443,1652
0.6995504,1653
0.64425147,1654
0.65495574,1655
0.64496005,1656
0.6573329,1657
0.64326835,1658
0.6896021,1659
0.69745684,1660
0.7008579,1661
0.6807377,1662
0.66178703,1663
0.6736445,1664
0.6410292,1665
0.62870824,1666
0.6369015,1667
0.5900864,1668
0.5980045,1669
0.6101049,1670
0.60463536,1671
0.62486005,1672
0.62410605,1673
0.65063804,1674
0.6955858,1675
0.7242198,1676
0.6860524,1677
0.6832047,1678
0.6356336,1679
0.65483236,1680
0.6607281,1681
0.65272325,1682
0.6657881,1683
0.66064966,1684
0.69219446,1685
0.89081985,1686
0.933199,1687
0.91299117,1688
0.92080426,1689
0.91143984,1690
0.91840994,1691
